id,name,company_name,m2,gross_max_power,lon,lat,Punktgeometrie (als WKT),source
55308b3f-d5e3-49b9-9f12-b29c360abf2b,Datacenterpark Falkenstein,Hetzner Online GmbH,,,12.333230200000003,50.4780177,POINT (12.333230200000003 50.4780177),mapdatacenter
06dc0690-b62b-11e5-ad0b-02b4d6763261,Neuenstadt am Kocher,Fujitsu Global,,,9.3358075,49.234809,POINT (9.3358075 49.234809),mapdatacenter
07c702cd-b62b-11e5-ad0b-02b4d6763261,Neckarsulm,Fujitsu Global,,,9.2287089,49.1922581,POINT (9.2287089 49.1922581),mapdatacenter
bda82516-e062-4e67-a006-4570120d8802,Digital Park Frankfurt,Interxion,100000,175000,8.755341,50.12402179999999,POINT (8.755341 50.12402179999999),mapdatacenter
07c55521-b62b-11e5-ad0b-02b4d6763261,Frankfurt,HostForLIFE.eu,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
078bf5a9-b62b-11e5-ad0b-02b4d6763261,Frankfurt,Zendesk,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
078a6f11-b62b-11e5-ad0b-02b4d6763261,Börfink,IT Vision Technology,,,7.0780163,49.6876928,POINT (7.0780163 49.6876928),mapdatacenter
07450181-b62b-11e5-ad0b-02b4d6763261,Sankt Ingbert,Skyway DataCenter GmbH,,,7.1048733,49.2788254,POINT (7.1048733 49.2788254),mapdatacenter
06d8d232-b62b-11e5-ad0b-02b4d6763261,Kehl,GCX,,,7.80579,48.57733,POINT (7.80579 48.57733),mapdatacenter
074f88d2-b62b-11e5-ad0b-02b4d6763261,Wuerzburg (Hertzstrasse),euNetworks,,,9.97739,49.80113,POINT (9.97739 49.80113),mapdatacenter
07862940-b62b-11e5-ad0b-02b4d6763261,Magdeburg (Erzbergerstrasse),euNetworks,,,11.63854,52.13777,POINT (11.63854 52.13777),mapdatacenter
06dfd723-b62b-11e5-ad0b-02b4d6763261,Essen (Hachestrasse),euNetworks,,,7.0121692,51.4519057,POINT (7.0121692 51.4519057),mapdatacenter
06dc2d9b-b62b-11e5-ad0b-02b4d6763261,Erfurt (Juri-Gagarin-Ring),euNetworks,,,11.034196,50.972931,POINT (11.034196 50.972931),mapdatacenter
07867767-b62b-11e5-ad0b-02b4d6763261,Bielefeld (Niederwall),euNetworks,,,8.5329877,52.0222176,POINT (8.5329877 52.0222176),mapdatacenter
06cf8363-b62b-11e5-ad0b-02b4d6763261,Augsburg (Hirtenmahdweg),LEW TelNet,,,10.878718,48.399231,POINT (10.878718 48.399231),mapdatacenter
0698e30c-b62b-11e5-ad0b-02b4d6763261,Mannheim (Pfingstweidstrasse),euNetworks,,,8.4995079,49.460348,POINT (8.4995079 49.460348),mapdatacenter
078c43c7-b62b-11e5-ad0b-02b4d6763261,Mannheim,Zayo Group LLC,,,8.4660395,49.4874592,POINT (8.4660395 49.4874592),mapdatacenter
07c57c25-b62b-11e5-ad0b-02b4d6763261,Rechenzentrum München,MIVITEC GmbH,,,12.02496,48.98756,POINT (12.02496 48.98756),mapdatacenter
070f729e-b62b-11e5-ad0b-02b4d6763261,IDCH,IDCH Germany GmbH,,,7.655768,49.1716242,POINT (7.655768 49.1716242),mapdatacenter
0700cc90-b62b-11e5-ad0b-02b4d6763261,Halle an der Saale,Dell,,,11.99102,51.47206,POINT (11.99102 51.47206),mapdatacenter
06dfb010-b62b-11e5-ad0b-02b4d6763261,Frankfurt (Hanauer Landstrasse),First Colo GmbH,,,8.72594,50.11648,POINT (8.72594 50.11648),mapdatacenter
074d17d4-b62b-11e5-ad0b-02b4d6763261,Frankfurt (Boersenplatz),aixit GmbH,,,8.6771182,50.1150088,POINT (8.6771182 50.1150088),mapdatacenter
06dfb012-b62b-11e5-ad0b-02b4d6763261,Frankfurt (Rebstoeckerstrasse),Itenos,,,8.63176,50.0997,POINT (8.63176 50.0997),mapdatacenter
0705d5a2-b62b-11e5-ad0b-02b4d6763261,Frankfurt (Kleyerstrasse),Itenos,,,8.63226,50.09867,POINT (8.63226 50.09867),mapdatacenter
06a27ff8-b62b-11e5-ad0b-02b4d6763261,Frankfurt (Frankenallee),euNetworks,,,8.64752,50.10541,POINT (8.64752 50.10541),mapdatacenter
07c8b087-b62b-11e5-ad0b-02b4d6763261,Frankfurt 1,e-shelter services GmbH,60000,120000,8.60148,50.12931,POINT (8.60148 50.12931),mapdatacenter
b384dd3f-086f-424c-a600-3ecb210197a2,Wilhelm Fay Strasse														,Digital Realty Trust,6800,9000,8.5801701,50.127845,POINT (8.5801701 50.127845),mapdatacenter
8dafce83-86a8-4e46-b960-96d0e209f59a,Frankfurt,Cyxtera,421,1500,8.695786,50.113685,POINT (8.695786 50.113685),mapdatacenter
06d8f94e-b62b-11e5-ad0b-02b4d6763261,Frankfurt City,Colt,1143,2000,8.67242,50.12185,POINT (8.67242 50.12185),mapdatacenter
cdef4c5d-552f-454c-b0d0-e49cdb00f805,Frankfurt,Digital Ocean,,,8.573775,50.051998,POINT (8.573775 50.051998),mapdatacenter
d47044a7-be95-4417-9055-615411daa6ad,Frankfurt,Rackspace,,,8.573775,50.051998,POINT (8.573775 50.051998),mapdatacenter
07c5552c-b62b-11e5-ad0b-02b4d6763261,Frankfurt,CenturyLink,,,8.63461,50.1003,POINT (8.63461 50.1003),mapdatacenter
0791e913-b62b-11e5-ad0b-02b4d6763261,Frankfurt 5,Equinix,,0,8.63226,50.09867,POINT (8.63226 50.09867),mapdatacenter
07903b56-b62b-11e5-ad0b-02b4d6763261,Interwerk - Dieselstraße,Interwerk,,,8.7451601,50.1219745,POINT (8.7451601 50.1219745),mapdatacenter
074d3ee3-b62b-11e5-ad0b-02b4d6763261,NewTelco Frankfurt,NewTelco GmbH,,,8.6317631,50.0996967,POINT (8.6317631 50.0996967),mapdatacenter
07499563-b62b-11e5-ad0b-02b4d6763261,Frankfurt am Main,Cogent Communications Inc.,,,8.6833217,50.1165073,POINT (8.6833217 50.1165073),mapdatacenter
069a69a7-b62b-11e5-ad0b-02b4d6763261,Frankfurt,Thinking Phone Networks,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
06d8ab21-b62b-11e5-ad0b-02b4d6763261,Frankfurt 1,Equinix,,0,8.6783039,50.1164464,POINT (8.6783039 50.1164464),mapdatacenter
06df88f1-b62b-11e5-ad0b-02b4d6763261,INTERNIC Frankfurt,Internic,,,8.66704,50.10535,POINT (8.66704 50.10535),mapdatacenter
070909fc-b62b-11e5-ad0b-02b4d6763261,Accelerated FRA4,Accelerated IT Services GmbH,1200,0,8.742540776,50.13952242,POINT (8.742540776 50.13952242),mapdatacenter
070debf3-b62b-11e5-ad0b-02b4d6763261,Frankfurt,InGo,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
070dec01-b62b-11e5-ad0b-02b4d6763261,Frankfurt,NextPointHost,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
070f7292-b62b-11e5-ad0b-02b4d6763261,Frankfurt,CenturyLink,1123,4000,8.62005,50.10278,POINT (8.62005 50.10278),mapdatacenter
073dd597-b62b-11e5-ad0b-02b4d6763261,Frankfurt,Oracle,,,8.6821267,50.1109221,POINT (8.6821267 50.1109221),mapdatacenter
073dfca6-b62b-11e5-ad0b-02b4d6763261,NewColo Frankfurt,NewColo,,,8.63359,50.10179,POINT (8.63359 50.10179),mapdatacenter
06dbdf78-b62b-11e5-ad0b-02b4d6763261,Dusseldorf 1,Equinix,3000,,6.80702,51.21964,POINT (6.80702 51.21964),mapdatacenter
0700a58f-b62b-11e5-ad0b-02b4d6763261,Dusseldorf 2,Interxion,1200,,6.7734556,51.2277411,POINT (6.7734556 51.2277411),mapdatacenter
074d3ee0-b62b-11e5-ad0b-02b4d6763261,Berlin,CenturyLink,1981,6000,13.42876,52.45275,POINT (13.42876 52.45275),mapdatacenter
074353d6-b62b-11e5-ad0b-02b4d6763261,Berlin (Alboinstrasse),euNetworks,532,1400,13.36937,52.46566,POINT (13.36937 52.46566),mapdatacenter
06d6d668-b62b-11e5-ad0b-02b4d6763261,Berlin,e-shelter services GmbH,13000,30000,13.23829,52.53851,POINT (13.23829 52.53851),mapdatacenter
078c1cb1-b62b-11e5-ad0b-02b4d6763261,Location B,CarrierColo,1677,,13.36934,52.50202,POINT (13.36934 52.50202),mapdatacenter
070ab7a5-b62b-11e5-ad0b-02b4d6763261,Berlin,todo,,,13.37372,52.43267,POINT (13.37372 52.43267),mapdatacenter
07c702c3-b62b-11e5-ad0b-02b4d6763261,Pixelpark AG Colo II Berlin,Pixelpark AG,,,13.36877,52.50161,POINT (13.36877 52.50161),mapdatacenter
07865060-b62b-11e5-ad0b-02b4d6763261,I/P/B/ Carrier Colo Berlin,IPB Internet Provider in Berlin GmbH,,,13.36877,52.50161,POINT (13.36877 52.50161),mapdatacenter
07862930-b62b-11e5-ad0b-02b4d6763261,Speedbone Berlin,Speedbone,,,13.3728893,52.4639426,POINT (13.3728893 52.4639426),mapdatacenter
06cdaea4-b62b-11e5-ad0b-02b4d6763261,DNS:NET Colo I Berlin,DNS:NET,,,13.36934,52.50202,POINT (13.36934 52.50202),mapdatacenter
070bf021-b62b-11e5-ad0b-02b4d6763261,Frankfurt 3,Equinix,,0,8.582751,49.9856862,POINT (8.582751 49.9856862),mapdatacenter
07064ad5-b62b-11e5-ad0b-02b4d6763261,Munich,CenturyLink,2454,6000,11.6628571,48.136121,POINT (11.6628571 48.136121),mapdatacenter
06daa6f8-b62b-11e5-ad0b-02b4d6763261,Munich 1 (Arnulfstrasse),euNetworks,,,11.52094,48.14946,POINT (11.52094 48.14946),mapdatacenter
06d2b7bf-b62b-11e5-ad0b-02b4d6763261,Munich 2 (Arnulfstrasse),euNetworks,,,11.52322,48.14916,POINT (11.52322 48.14916),mapdatacenter
06daa700-b62b-11e5-ad0b-02b4d6763261,Munich 2,KPN International,,,11.55572,48.1423,POINT (11.55572 48.1423),mapdatacenter
07c702e9-b62b-11e5-ad0b-02b4d6763261,Munich 1,Equinix,4600,,11.55602,48.14381,POINT (11.55602 48.14381),mapdatacenter
07869e6c-b62b-11e5-ad0b-02b4d6763261,München,IGN GmbH,,,11.5787922,48.1105302,POINT (11.5787922 48.1105302),mapdatacenter
074f88df-b62b-11e5-ad0b-02b4d6763261,Rechenzentrum München,MIVITEC GmbH,,,11.66200876,48.13499098,POINT (11.66200876 48.13499098),mapdatacenter
074e505b-b62b-11e5-ad0b-02b4d6763261,Munich,Oracle,,,11.5819806,48.1351253,POINT (11.5819806 48.1351253),mapdatacenter
074353d4-b62b-11e5-ad0b-02b4d6763261,Munich 2,Equinix,,0,11.66168,48.13308,POINT (11.66168 48.13308),mapdatacenter
070adeb9-b62b-11e5-ad0b-02b4d6763261,Rechenzentrum München,MIVITEC GmbH,,,11.660839,48.135653,POINT (11.660839 48.135653),mapdatacenter
0700a58b-b62b-11e5-ad0b-02b4d6763261,SpaceNet Munich,SpaceNet,,,11.526074,48.13986,POINT (11.526074 48.13986),mapdatacenter
06dfb000-b62b-11e5-ad0b-02b4d6763261,Cable & Wireless Munich,Cable&Wireless Worldwide,,,11.52561,48.14036,POINT (11.52561 48.14036),mapdatacenter
06df88f3-b62b-11e5-ad0b-02b4d6763261,Munich 3,Equinix,,0,11.55602,48.14381,POINT (11.55602 48.14381),mapdatacenter
069c6582-b62b-11e5-ad0b-02b4d6763261,Munich,AlixPartners,,,11.5819806,48.1351253,POINT (11.5819806 48.1351253),mapdatacenter
07c8d793-b62b-11e5-ad0b-02b4d6763261,TMR DataCenter Bochum,TMR - Telekommunikation Mittleres Ruhrgebiet GmbH,,,7.19612,51.47233,POINT (7.19612 51.47233),mapdatacenter
073f8354-b62b-11e5-ad0b-02b4d6763261,TMR Telehouse Bochum,TMR - Telekommunikation Mittleres Ruhrgebiet GmbH,,,7.2193708,51.4886931,POINT (7.2193708 51.4886931),mapdatacenter
074b1c0d-b62b-11e5-ad0b-02b4d6763261,UNITED COLO GmbH / NGZ-Server.de Coburg,UNITED COLO GmbH,,,10.9587696,50.2549946,POINT (10.9587696 50.2549946),mapdatacenter
069c8c8f-b62b-11e5-ad0b-02b4d6763261,Dresden (Friedrich-List-Platz),euNetworks,,,13.73229,51.03883,POINT (13.73229 51.03883),mapdatacenter
07919aef-b62b-11e5-ad0b-02b4d6763261,SOCO Düren,SOCO Network Solutions GmbH,,,6.45693,50.8294,POINT (6.45693 50.8294),mapdatacenter
07c702e1-b62b-11e5-ad0b-02b4d6763261,Duesseldorf (Am Gatherhof),myLoc Managed Infrastructure AG,,,6.8174,51.26721,POINT (6.8174 51.26721),mapdatacenter
